route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
E,28112269,"Fontanil-Cornillon, Palluel",12345-MGHLV12_ST0_12_HI2324,1,SEM_E_1,1,2
19,28144409,"Seyssins, Garlettes",1234567-MSHSAH05_ST5_5_HI2324,0,SEM_19_1,1,2
2,27995029,"Grenoble, Louise Michel",12345-MEILV08_ST21_8_HI2324,1,SEM_C2_1,1,2
C,27953299,"Seyssins, Le Prisme",1234567-MGHS01_ST5_1_HI2324,1,SEM_C_2,1,2
14,28008358,"Grenoble, Verdun - Préfecture",1234567-MAHS00_ST5_0_HI2324,0,SEM_14_1,1,2
B,28128839,"Grenoble, Oxford",12345-MGHLV09_ST0_9_HI2324,1,SEM_B_2,1,2
B,27954163,"Gières, Plaine des Sports",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,0,SEM_B_1,1,2
5,28086964,"Gières, Universités - Biologie",12345-MSHLVH02_ST8_2_HI2324-MSHLW02_ST11_2_HI2324,1,SEM_C5_2,1,2
C,28070515,"Seyssins, Le Prisme",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,1,SEM_C_2,1,2
D,27955112,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHD01_ST6_1_HI2324-MGHD02_ST6_2_HI2324,1,SEM_D_3,1,2
22,27809751,"Grenoble, Oxford",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_22_2,1,2
C,28182460,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_C_1,1,2
B,28181603,"Grenoble, Oxford",12345-MGHLV10_ST0_10_HI2324,1,SEM_B_2,1,2
6,27972012,"Saint-Martin-d'Hères, Henri Wallon",12345-MSILV00_ST21_0_HI2324,1,SEM_C6_1,1,2
2,28125152,"Grenoble, Louise Michel",1234567-MEHS03_ST5_3_HI2324,1,SEM_C2_1,1,2
2,28125136,"Grenoble, Louise Michel",1234567-MEHS03_ST5_3_HI2324,1,SEM_C2_1,1,2
A,28031203,"Le Pont-de-Claix, L'Etoile",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,0,SEM_A_3,1,2
16,27810438,"Le Pont-de-Claix, Gendarmerie",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_16_2,1,2
2,27985033,"Grenoble, Louise Michel",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C2_1,1,2
A,28250496,"Le Pont-de-Claix, L'Etoile",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,0,SEM_A_3,1,2
7,28208971,"Échirolles, Comboire",1234567-MSHDF07_ST6_7_HI2324,1,SEM_C7_2,1,2
59,28018037,"Saint-Martin-d'Uriage, La Ronzière",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,0,SEM_59_1,1,2
5,28087109,"Gières, Universités - Biologie",12345-MSHLVH02_ST8_2_HI2324-MSHLW02_ST11_2_HI2324,1,SEM_C5_2,1,2
A,27985555,"Le Pont-de-Claix, L'Etoile",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,0,SEM_A_3,1,2
E,28212961,"Grenoble, Louise Michel",1234567-MGHD02_ST6_2_HI2324,0,SEM_E_2,1,2
12,28086204,"Eybens, Maisons Neuves",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_12_9,1,2
54,27933893,"Sassenage, Les Engenières",1234567-MFHS12_ST5_12_HI2324-MFHS13_ST5_13_HI2324-MFHS14_ST5_14_HI2324,1,SEM_54_2,1,2
25,28104794,"Le Gua, Les Saillants",12345-MAVLV00_ST21_0_HI2324,0,SEM_25_1,1,2
2,28211403,"Grenoble, Louise Michel",1234567-MEHD01_ST6_1_HI2324,1,SEM_C2_1,1,2
41,28020638,"La Tronche, Grand Sablon",12345-MFVLV09_ST21_9_HI2324,1,SEM_41_2,1,2
13,28115739,"Meylan, Lycée du Grésivaudan",12345-MEILV08_ST21_8_HI2324,1,SEM_13_2,1,2
D,27954372,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS01_ST5_1_HI2324-MGHS03_ST5_3_HI2324-MGHS04_ST5_4_HI2324,0,SEM_D_1,1,2
68,28020272,"Eybens, Le Verderet",12345-MFVLV09_ST21_9_HI2324,1,SEM_68_2,1,2
3,28245840,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2324,0,SEM_C3_1,1,2
25,28041104,"Grenoble, Colonel Dumont",12345-MAHLV00_ST0_0_HI2324,1,SEM_25_2,1,2
A,27985408,"Le Pont-de-Claix, L'Etoile",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,0,SEM_A_3,1,2
4,28198711,"Grenoble, Victor Hugo",1234567-MEHD01_ST6_1_HI2324,1,SEM_C4_2,1,2
C,28182266,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_C_1,1,2
1,27772264,"Meylan, Maupertuis",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C1_2,1,2
D,27954397,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS01_ST5_1_HI2324-MGHS03_ST5_3_HI2324-MGHS04_ST5_4_HI2324,1,SEM_D_2,1,2
6,27647961,"Grenoble, Oxford",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324,0,SEM_C6_2,1,2
7,27973425,"Échirolles, Comboire",12345-MSILV00_ST21_0_HI2324,1,SEM_C7_2,1,2
14,28009047,"Grenoble, Verdun - Préfecture",12345-MAHLV00_ST0_0_HI2324,0,SEM_14_5,1,2
B,28181498,"Gières, Plaine des Sports",12345-MGHLV10_ST0_10_HI2324,0,SEM_B_1,1,2
B,28101961,"Gières, Plaine des Sports",12345-MGHLV14_ST0_14_HI2324,0,SEM_B_1,1,2
23,28020378,"Saint-Martin-d'Hères, Bibliothèques Universitaires",12345-MFVLV09_ST21_9_HI2324,1,SEM_23_2,1,2
E,28112197,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324,0,SEM_E_4,1,2
3,28245991,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2324,0,SEM_C3_1,1,2
41,28019457,"Corenc, La Garenne",1234567-MFHS12_ST5_12_HI2324-MFHS13_ST5_13_HI2324-MFHS14_ST5_14_HI2324,0,SEM_41_1,1,2
E,28075821,"Fontanil-Cornillon, Palluel",1234567-MGHS03_ST5_3_HI2324,1,SEM_E_1,1,2
B,28128959,"Gières, Plaine des Sports",12345-MGHLV09_ST0_9_HI2324,0,SEM_B_1,1,2
E,28112277,"Grenoble, Louise Michel",12345-MGHLV12_ST0_12_HI2324,0,SEM_E_2,1,2
E,28075713,"Grenoble, Louise Michel",1234567-MGHS03_ST5_3_HI2324,0,SEM_E_2,1,2
13,28029734,"Poisat, Cimetière Intercommunal",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_13_5,1,2
59,28019485,"Venon, Le Chapon",1234567-MFHS12_ST5_12_HI2324-MFHS14_ST5_14_HI2324,0,SEM_59_1,1,2
4,28246102,"Eybens, Le Verderet",12345-MEILV08_ST21_8_HI2324,0,SEM_C4_1,1,2
45,28020428,"Vif, La Valonne",12345-MFVLV09_ST21_9_HI2324,1,SEM_45_3,1,2
5,27973728,"Gières, Universités - Biologie",12345-MSILV00_ST21_0_HI2324,1,SEM_C5_2,1,2
44,28134528,"Miribel-Lanchâtre, Le Vernay",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,1,SEM_44_4,1,2
13,27985855,"Meylan, Lycée du Grésivaudan",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_13_2,1,2
16,27810357,"Corenc, Montfleury",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_16_1,1,2
4,27984633,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C4_2,1,2
B,28129071,"Grenoble, Oxford",12345-MGHLV09_ST0_9_HI2324,1,SEM_B_2,1,2
6,27785212,"Grenoble, Oxford",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C6_2,1,2
21,28020024,"Seyssins, Le Prisme",12345-MFVLV09_ST21_9_HI2324,1,SEM_21_2,1,2
2,27982982,"Grenoble, Louise Michel",1234567-MEHD00_ST6_0_HI2324,1,SEM_C2_1,1,2
C,28256983,"Seyssins, Le Prisme",1234567-MGHS03_ST5_3_HI2324,1,SEM_C_2,1,2
16,28056951,"Le Pont-de-Claix, Gendarmerie",123456*-MSILV00_ST21_0_HI2324,1,SEM_16_2,1,2
13,27985866,"Poisat, Cimetière Intercommunal",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_13_5,1,2
A,28110176,"Fontaine, La Poya",12345-MEHLV03_ST8_3_HI2324,1,SEM_A_4,1,2
A,28198421,"Le Pont-de-Claix, L'Etoile",1234567-MEHD01_ST6_1_HI2324,0,SEM_A_3,1,2
A,27995558,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
6,28268629,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF07_ST6_7_HI2324,1,SEM_C6_1,1,2
C,28105543,"Seyssins, Le Prisme",12345-MGHLV14_ST0_14_HI2324,1,SEM_C_2,1,2
3,27984429,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_C3_1,1,2
E,27953697,"Fontanil-Cornillon, Palluel",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,1,SEM_E_1,1,2
15,28009592,"Grenoble, Verdun - Préfecture",1234567-MAHD01_ST6_1_HI2324,1,SEM_15_4,1,2
A,27995750,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
B,28232872,"Grenoble, Oxford",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_B_2,1,2
6,27972047,"Saint-Martin-d'Hères, Henri Wallon",12345-MSILV00_ST21_0_HI2324,1,SEM_C6_1,1,2
E,28171247,"Fontanil-Cornillon, Palluel",12345-MGHLV14_ST0_14_HI2324,1,SEM_E_5,1,2
6,27647888,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324,1,SEM_C6_1,1,2
41,28144956,"La Tronche, Grand Sablon",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,1,SEM_41_2,1,2
16,27818442,"Le Pont-de-Claix, Gendarmerie",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,1,SEM_16_2,1,2
C,27953239,"Seyssins, Le Prisme",1234567-MGHS01_ST5_1_HI2324,1,SEM_C_2,1,2
23,28018346,"Vizille, Le Péage",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,0,SEM_23_1,1,2
C,28182218,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_C_1,1,2
12,27986034,"Eybens, Maisons Neuves",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_12_9,1,2
7,28178266,"Échirolles, Colonel Manhès",12345-MSHLVH04_ST8_4_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C7_2,1,2
1,28026620,"Grenoble, Cité Jean Macé",12345-MSILV00_ST21_0_HI2324,1,SEM_C1_1,1,2
B,28233161,"Grenoble, Oxford",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_B_2,1,2
1,27788542,"Meylan, Maupertuis",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324,0,SEM_C1_2,1,2
2,27985057,"Grenoble, Louise Michel",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C2_1,1,2
2,28211354,"Claix, Pont Rouge",1234567-MEHD01_ST6_1_HI2324,0,SEM_C2_2,1,2
A,27985515,"Le Pont-de-Claix, L'Etoile",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,0,SEM_A_3,1,2
1,27788766,"Grenoble, Cité Jean Macé",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324-MSHDF07_ST6_7_HI2324,1,SEM_C1_4,1,2
B,28074850,"Grenoble, Oxford",1234567-MGHS03_ST5_3_HI2324,1,SEM_B_2,1,2
B,28181441,"Gières, Plaine des Sports",12345-MGHLV10_ST0_10_HI2324,0,SEM_B_1,1,2
B,27954178,"Gières, Plaine des Sports",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,0,SEM_B_1,1,2
A,28031153,"Le Pont-de-Claix, L'Etoile",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,0,SEM_A_3,1,2
5,27919695,"Gières, Universités - Biologie",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C5_2,1,2
5,28087049,"Gières, Universités - Biologie",12345-MSHLVH02_ST8_2_HI2324-MSHLW02_ST11_2_HI2324,1,SEM_C5_2,1,2
D,27954430,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS01_ST5_1_HI2324-MGHS03_ST5_3_HI2324-MGHS04_ST5_4_HI2324,1,SEM_D_3,1,2
B,28232954,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
2,28125160,"Grenoble, Louise Michel",1234567-MEHS03_ST5_3_HI2324,1,SEM_C2_1,1,2
C,28070540,"Seyssins, Le Prisme",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,1,SEM_C_2,1,2
15,28216905,"Grenoble, Verdun - Préfecture",1234567-MAHD02_ST6_2_HI2324,1,SEM_15_2,1,2
7,28208994,"Échirolles, Comboire",1234567-MSHDF07_ST6_7_HI2324,1,SEM_C7_2,1,2
A,28109983,"Le Pont-de-Claix, L'Etoile",12345-MEHLV03_ST8_3_HI2324,0,SEM_A_3,1,2
4,27984511,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C4_2,1,2
2,28211307,"Grenoble, Louise Michel",1234567-MEHD01_ST6_1_HI2324,1,SEM_C2_1,1,2
3,27983740,"Échirolles, Centre du graphisme",1234567-MEHD00_ST6_0_HI2324,1,SEM_C3_2,1,2
62,28273521,"Sarcenas, Col de Porte",12345-MFVLV09_ST21_9_HI2324,1,SEM_62_3,1,2
C,28182262,"Gières, Plaine des Sports",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_C_1,1,2
5,28087101,"Grenoble, Palais de Justice - Gare",12345-MSHLVH02_ST8_2_HI2324-MSHLW02_ST11_2_HI2324,0,SEM_C5_1,1,2
1,27788581,"Meylan, Maupertuis",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324,0,SEM_C1_2,1,2
C,28213389,"Seyssins, Le Prisme",1234567-MGHD02_ST6_2_HI2324,1,SEM_C_2,1,2
3,28198647,"Échirolles, Centre du graphisme",1234567-MEHD01_ST6_1_HI2324,1,SEM_C3_2,1,2
4,28246033,"Eybens, Le Verderet",12345-MEILV08_ST21_8_HI2324,0,SEM_C4_1,1,2
7,27785597,"Gières, Universités - Biologie",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324,0,SEM_C7_1,1,2
7,28219554,"Échirolles, Comboire",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324,1,SEM_C7_2,1,2
C,28257023,"Seyssins, Le Prisme",1234567-MGHS03_ST5_3_HI2324,1,SEM_C_2,1,2
68,28020265,"Échirolles, La Rampe - Centre-Ville",12345-MFVLV09_ST21_9_HI2324,0,SEM_68_1,1,2
B,28181348,"Grenoble, Oxford",12345-MGHLV10_ST0_10_HI2324,1,SEM_B_2,1,2
1,27788756,"Grenoble, Cité Jean Macé",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324-MSHDF07_ST6_7_HI2324,1,SEM_C1_1,1,2
22,27647223,"Grenoble, Oxford",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324,1,SEM_22_2,1,2
4,28030749,"Eybens, Le Verderet",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_C4_1,1,2
A,27995549,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
6,27972131,"Grenoble, Oxford",12345-MSILV00_ST21_0_HI2324,0,SEM_C6_2,1,2
25,28104779,"Grenoble, Colonel Dumont",12345-MAVLV00_ST21_0_HI2324,1,SEM_25_2,1,2
5,27803530,"Grenoble, Palais de Justice - Gare",1234567-MSHDF05_ST6_5_HI2324,0,SEM_C5_1,1,2
42,28020610,"La Tronche, Grand Sablon",12345-MFVLV09_ST21_9_HI2324,0,SEM_42_2,1,2
7,27785846,"Gières, Universités - Biologie",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C7_1,1,2
B,28232984,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
6,27972139,"Grenoble, Oxford",12345-MSILV00_ST21_0_HI2324,0,SEM_C6_2,1,2
7,28178275,"Gières, Universités - IUT - UFRAPS",12345-MSHLVH04_ST8_4_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C7_1,1,2
7,27973496,"Gières, Universités - IUT - UFRAPS",12345-MSILV00_ST21_0_HI2324,0,SEM_C7_1,1,2
7,28178285,"Échirolles, Comboire",12345-MSHLVH04_ST8_4_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C7_2,1,2
44,28020359,"Miribel-Lanchâtre, Le Vernay",12345-MFVLV09_ST21_9_HI2324,1,SEM_44_4,1,2
70,28040220,"Champ-sur-Drac, La Melle",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,1,,1,2
B,28074913,"Gières, Plaine des Sports",1234567-MGHS03_ST5_3_HI2324,0,SEM_B_1,1,2
A,28110090,"Fontaine, La Poya",12345-MEHLV03_ST8_3_HI2324,1,SEM_A_4,1,2
15,28104711,"Grenoble, Verdun - Préfecture",12345-MAVLV00_ST21_0_HI2324,1,SEM_15_11,1,2
25,28104788,"Le Gua, Les Saillants",12345-MAVLV00_ST21_0_HI2324,0,SEM_25_1,1,2
65,28233482,"Vizille, Le Péage",1234567-MFHS13_ST5_13_HI2324,0,SEM_65_6,1,2
13,28115775,"Meylan, Lycée du Grésivaudan",12345-MEILV08_ST21_8_HI2324,1,SEM_13_2,1,2
6,27784819,"Grenoble, Oxford",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C6_2,1,2
1,27772322,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C1_6,1,2
4,27984488,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C4_2,1,2
A,27985468,"Le Pont-de-Claix, L'Etoile",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,0,SEM_A_3,1,2
A,27995533,"Le Pont-de-Claix, L'Etoile",12345-MEILV08_ST21_8_HI2324,0,SEM_A_3,1,2
C,28182271,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_C_1,1,2
B,28101797,"Grenoble, Oxford",12345-MGHLV14_ST0_14_HI2324,1,SEM_B_2,1,2
C,28256911,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS03_ST5_3_HI2324,0,SEM_C_1,1,2
2,27983007,"Claix, Pont Rouge",1234567-MEHD00_ST6_0_HI2324,0,SEM_C2_2,1,2
7,28178514,"Gières, Universités - Biologie",1234567-MSHSAH06_ST5_6_HI2324,0,SEM_C7_1,1,2
A,28109817,"Le Pont-de-Claix, L'Etoile",12345-MEHLV03_ST8_3_HI2324,0,SEM_A_3,1,2
B,27946342,"Gières, Plaine des Sports",12345-MGHLV07_ST0_7_HI2324-MGHLV11_ST0_11_HI2324,0,SEM_B_1,1,2
12,27985970,"Eybens, Maisons Neuves",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_12_9,1,2
A,28198346,"Le Pont-de-Claix, L'Etoile",1234567-MEHD01_ST6_1_HI2324,0,SEM_A_3,1,2
C,28182437,"Seyssins, Le Prisme",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_C_2,1,2
E,28110898,"Fontanil-Cornillon, Palluel",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324-MGHLV10_ST0_10_HI2324-MGHLV11_ST0_11_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_E_1,1,2
B,28233130,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
16,27810230,"Le Pont-de-Claix, Gendarmerie",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324-MSHDF07_ST6_7_HI2324,1,SEM_16_2,1,2
4,28245855,"Eybens, Le Verderet",12345-MEILV08_ST21_8_HI2324,0,SEM_C4_1,1,2
A,28214934,"Le Pont-de-Claix, L'Etoile",1234567-MEHS03_ST5_3_HI2324,0,SEM_A_3,1,2
2,28211419,"Claix, Pont Rouge",1234567-MEHD01_ST6_1_HI2324,0,SEM_C2_2,1,2
83,28071307,"Seyssins, Seyssins Le Prisme",12345-MGHLV11_ST0_11_HI2324,1,,1,2
C,28182227,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_C_1,1,2
2,28211386,"Grenoble, Louise Michel",1234567-MEHD01_ST6_1_HI2324,1,SEM_C2_1,1,2
2,27983021,"Claix, Pont Rouge",1234567-MEHD00_ST6_0_HI2324,0,SEM_C2_2,1,2
21,28019858,"Claix, Pont Rouge",1234567-MFHS12_ST5_12_HI2324-MFHS13_ST5_13_HI2324-MFHS14_ST5_14_HI2324,0,SEM_21_1,1,2
7,28208890,"Échirolles, Comboire",1234567-MSHDF07_ST6_7_HI2324,1,SEM_C7_2,1,2
14,28008385,"Gières, Gières Gare - Universités",1234567-MAHS00_ST5_0_HI2324,1,SEM_14_2,1,2
2,28211371,"Claix, Pont Rouge",1234567-MEHD01_ST6_1_HI2324,0,SEM_C2_2,1,2
2,28125180,"Grenoble, Louise Michel",1234567-MEHS03_ST5_3_HI2324,1,SEM_C2_1,1,2
C,28257034,"Seyssins, Le Prisme",1234567-MGHS03_ST5_3_HI2324,1,SEM_C_2,1,2
A,28031341,"Fontaine, La Poya",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,1,SEM_A_4,1,2
3,28030555,"Grenoble, Victor Hugo",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_C3_1,1,2
C,28070401,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,0,SEM_C_1,1,2
B,28101711,"Grenoble, Oxford",12345-MGHLV14_ST0_14_HI2324,1,SEM_B_2,1,2
13,28115772,"Meylan, Lycée du Grésivaudan",12345-MEILV08_ST21_8_HI2324,1,SEM_13_2,1,2
A,28031249,"Grenoble, Grand'place",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,0,SEM_A_1,1,2
6,27785280,"Grenoble, Oxford",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C6_2,1,2
A,28031547,"Le Pont-de-Claix, L'Etoile",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,0,SEM_A_3,1,2
C,27946911,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324,0,SEM_C_1,1,2
C,28256963,"Seyssins, Le Prisme",1234567-MGHS03_ST5_3_HI2324,1,SEM_C_2,1,2
2,28030036,"Claix, Pont Rouge",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_C2_2,1,2
D,28204619,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,0,SEM_D_4,1,2
23,28019357,"Vizille, Le Péage",1234567-MFHD06_ST6_6_HI2324-MFHD07_ST6_7_HI2324-MFHD08_ST6_8_HI2324-MFHD09_ST6_9_HI2324,0,SEM_23_1,1,2
5,28087119,"Gières, Universités - Biologie",12345-MSHLVH02_ST8_2_HI2324-MSHLW02_ST11_2_HI2324,1,SEM_C5_2,1,2
14,28008398,"Gières, Gières Gare - Universités",1234567-MAHS00_ST5_0_HI2324,1,SEM_14_2,1,2
