route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
5,27919657,"Gières, Universités - Biologie",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C5_2,1,2
E,28112114,"Fontanil-Cornillon, Palluel",12345-MGHLV12_ST0_12_HI2324,1,SEM_E_1,1,2
1,28217837,"Grenoble, Cité Jean Macé",1234567-MSHSAH08_ST5_8_HI2324,1,SEM_C1_1,1,2
A,28031520,"Fontaine, La Poya",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,1,SEM_A_4,1,2
22,27809740,"Grenoble, Oxford",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_22_2,1,2
1,27772279,"Grenoble, Cité Jean Macé",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C1_4,1,2
1,27772266,"Grenoble, Cité Jean Macé",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C1_4,1,2
12,27996119,"Saint-Martin-d'Hères, Les Alloves",12345-MEILV08_ST21_8_HI2324,1,SEM_12_1,1,2
25,28104796,"Le Gua, Les Saillants",12345-MAVLV00_ST21_0_HI2324,0,SEM_25_1,1,2
14,28009059,"Grenoble, Verdun - Préfecture",12345-MAHLV00_ST0_0_HI2324,0,SEM_14_1,1,2
A,27995620,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
81,28110634,"Grenoble, Gares",12345-MEHLV03_ST8_3_HI2324,0,,1,2
25,28086574,"Le Gua, Les Saillants",1234567-MAHS00_ST5_0_HI2324,0,SEM_25_1,1,2
14,28009049,"Grenoble, Verdun - Préfecture",12345-MAHLV00_ST0_0_HI2324,0,SEM_14_5,1,2
15,28104670,"Grenoble, Verdun - Préfecture",12345-MAVLV00_ST21_0_HI2324,1,SEM_15_2,1,2
5,27973629,"Grenoble, Palais de Justice - Gare",12345-MSILV00_ST21_0_HI2324,0,SEM_C5_1,1,2
22,27809776,"Grenoble, Oxford",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_22_2,1,2
A,28031411,"Le Pont-de-Claix, L'Etoile",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,0,SEM_A_3,1,2
C,28105580,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV14_ST0_14_HI2324,0,SEM_C_1,1,2
13,27983484,"Meylan, Lycée du Grésivaudan",1234567-MEHD00_ST6_0_HI2324-MEHD01_ST6_1_HI2324,1,SEM_13_2,1,2
E,28110933,"Fontanil-Cornillon, Palluel",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324-MGHLV10_ST0_10_HI2324-MGHLV11_ST0_11_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_E_1,1,2
55,28019512,"Saint-Martin-le-Vinoux, Saint-Martin-le-Vinoux Hôtel de Ville",1234567-MFHS12_ST5_12_HI2324-MFHS13_ST5_13_HI2324-MFHS14_ST5_14_HI2324,1,SEM_55_1,1,2
B,27946182,"Grenoble, Oxford",12345-MGHLV07_ST0_7_HI2324-MGHLV11_ST0_11_HI2324,1,SEM_B_2,1,2
C,28182517,"Seyssins, Le Prisme",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_C_2,1,2
C,28105434,"Seyssins, Le Prisme",12345-MGHLV14_ST0_14_HI2324,1,SEM_C_2,1,2
B,28101868,"Grenoble, Oxford",12345-MGHLV14_ST0_14_HI2324,1,SEM_B_2,1,2
E,27953691,"Grenoble, Louise Michel",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,0,SEM_E_2,1,2
2,28211321,"Grenoble, Louise Michel",1234567-MEHD01_ST6_1_HI2324,1,SEM_C2_1,1,2
E,28075733,"Fontanil-Cornillon, Palluel",1234567-MGHS03_ST5_3_HI2324,1,SEM_E_1,1,2
E,28112103,"Grenoble, Louise Michel",12345-MGHLV12_ST0_12_HI2324,0,SEM_E_2,1,2
5,27919826,"Gières, Universités - Biologie",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C5_2,1,2
7,28219482,"Gières, Universités - IUT - UFRAPS",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324,0,SEM_C7_1,1,2
A,28109838,"Fontaine, La Poya",12345-MEHLV03_ST8_3_HI2324,1,SEM_A_4,1,2
22,27809771,"Grenoble, Oxford",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_22_2,1,2
19,27971759,"Sassenage, L'Ovalie",12345-MSILV00_ST21_0_HI2324,1,SEM_19_2,1,2
2,27984975,"Claix, Pont Rouge",1234567-MEHS00_ST5_0_HI2324-MEHS04_ST5_4_HI2324,0,SEM_C2_2,1,2
C,28256959,"Seyssins, Le Prisme",1234567-MGHS03_ST5_3_HI2324,1,SEM_C_2,1,2
B,27955256,"Gières, Plaine des Sports",1234567-MGHD01_ST6_1_HI2324-MGHD02_ST6_2_HI2324,0,SEM_B_1,1,2
C,28256898,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS03_ST5_3_HI2324,0,SEM_C_1,1,2
1,28217819,"Grenoble, Cité Jean Macé",1234567-MSHSAH08_ST5_8_HI2324,1,SEM_C1_5,1,2
6,27785233,"Grenoble, Oxford",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C6_2,1,2
B,28128922,"Grenoble, Oxford",12345-MGHLV09_ST0_9_HI2324,1,SEM_B_2,1,2
A,28031233,"Le Pont-de-Claix, L'Etoile",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,0,SEM_A_3,1,2
A,28198283,"Fontaine, La Poya",1234567-MEHD01_ST6_1_HI2324,1,SEM_A_4,1,2
E,28112090,"Fontanil-Cornillon, Palluel",12345-MGHLV12_ST0_12_HI2324,1,SEM_E_1,1,2
15,28049484,"Grenoble, Verdun - Préfecture",12345-MAHLV00_ST0_0_HI2324,1,SEM_15_11,1,2
13,27985871,"Meylan, Lycée du Grésivaudan",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_13_2,1,2
16,28057040,"Meylan, Lycée du Grésivaudan",12345-MSILV00_ST21_0_HI2324,0,SEM_16_1,1,2
B,28101780,"Gières, Plaine des Sports",12345-MGHLV14_ST0_14_HI2324,0,SEM_B_1,1,2
E,27953715,"Grenoble, Louise Michel",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,0,SEM_E_2,1,2
B,28101745,"Gières, Plaine des Sports",12345-MGHLV14_ST0_14_HI2324,0,SEM_B_1,1,2
C,28070295,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,0,SEM_C_1,1,2
21,28019114,"Claix, Pont Rouge",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,0,SEM_21_1,1,2
B,27954052,"Gières, Plaine des Sports",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,0,SEM_B_1,1,2
12,28248701,"Eybens, Maisons Neuves",12345-MEHLV03_ST8_3_HI2324-MEHLV03_ST8_3_HI2324,0,SEM_12_9,1,2
14,28009068,"Gières, Gières Gare - Universités",12345-MAHLV00_ST0_0_HI2324,1,SEM_14_2,1,2
6,27647882,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324,1,SEM_C6_1,1,2
B,28232986,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
C,28070457,"Seyssins, Le Prisme",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,1,SEM_C_2,1,2
7,27973463,"Gières, Universités - IUT - UFRAPS",12345-MSILV00_ST21_0_HI2324,0,SEM_C7_1,1,2
12,27996071,"Saint-Martin-d'Hères, Les Alloves",12345-MEILV08_ST21_8_HI2324,1,SEM_12_1,1,2
7,28219523,"Gières, Universités - IUT - UFRAPS",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324,0,SEM_C7_1,1,2
C,27947115,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324,0,SEM_C_1,1,2
C,28232592,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV12_ST0_12_HI2324,0,SEM_C_1,1,2
1,28217947,"Grenoble, Cité Jean Macé",1234567-MSHSAH08_ST5_8_HI2324,1,SEM_C1_1,1,2
23,28019368,"Saint-Martin-d'Hères, Bibliothèques Universitaires",1234567-MFHD06_ST6_6_HI2324-MFHD07_ST6_7_HI2324-MFHD08_ST6_8_HI2324-MFHD09_ST6_9_HI2324,1,SEM_23_2,1,2
D,27946685,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324-MGHLV14_ST0_14_HI2324,1,SEM_D_2,1,2
7,28219579,"Échirolles, Comboire",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324,1,SEM_C7_2,1,2
14,28009067,"Grenoble, Verdun - Préfecture",12345-MAHLV00_ST0_0_HI2324,0,SEM_14_5,1,2
13,27985830,"Poisat, Cimetière Intercommunal",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_13_5,1,2
C,28070463,"Seyssins, Le Prisme",12345-MGHLV11_ST0_11_HI2324-MGHLV12_ST0_12_HI2324,1,SEM_C_2,1,2
A,27995771,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
A,28198296,"Fontaine, La Poya",1234567-MEHD01_ST6_1_HI2324,1,SEM_A_4,1,2
6,28268653,"Grenoble, Oxford",1234567-MSHDF07_ST6_7_HI2324,0,SEM_C6_2,1,2
14,28009064,"Grenoble, Verdun - Préfecture",12345-MAHLV00_ST0_0_HI2324,0,SEM_14_5,1,2
A,27995637,"Le Pont-de-Claix, L'Etoile",12345-MEILV08_ST21_8_HI2324,0,SEM_A_3,1,2
4,28198899,"Eybens, Le Verderet",1234567-MEHD01_ST6_1_HI2324,0,SEM_C4_1,1,2
19,28219356,"Seyssins, Garlettes",1234567-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_19_1,1,2
B,28232923,"Grenoble, Oxford",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_B_2,1,2
B,27954120,"Grenoble, Oxford",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,1,SEM_B_2,1,2
25,28104764,"Grenoble, Colonel Dumont",12345-MAVLV00_ST21_0_HI2324,1,SEM_25_2,1,2
14,28008348,"Grenoble, Verdun - Préfecture",1234567-MAHS00_ST5_0_HI2324,0,SEM_14_5,1,2
A,27983286,"Fontaine, La Poya",1234567-MEHD00_ST6_0_HI2324,1,SEM_A_4,1,2
C,28105597,"Seyssins, Le Prisme",12345-MGHLV14_ST0_14_HI2324,1,SEM_C_2,1,2
5,27973610,"Gières, Universités - Biologie",12345-MSILV00_ST21_0_HI2324,1,SEM_C5_2,1,2
C,27953216,"Seyssins, Le Prisme",1234567-MGHS01_ST5_1_HI2324,1,SEM_C_2,1,2
B,28074833,"Grenoble, Oxford",1234567-MGHS03_ST5_3_HI2324,1,SEM_B_2,1,2
E,27953603,"Fontanil-Cornillon, Palluel",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,1,SEM_E_1,1,2
4,28245953,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2324,1,SEM_C4_2,1,2
B,28181551,"Grenoble, Oxford",12345-MGHLV10_ST0_10_HI2324,1,SEM_B_2,1,2
5,27803288,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C5_1,1,2
6,27785332,"Grenoble, Oxford",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C6_2,1,2
19,28144418,"Seyssins, Garlettes",1234567-MSHSAH05_ST5_5_HI2324,0,SEM_19_1,1,2
21,28020029,"Claix, Pont Rouge",12345-MFVLV09_ST21_9_HI2324,0,SEM_21_1,1,2
20,27880796,"Veurey-Voroize, La Rive",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,1,SEM_20_2,1,2
A,28250587,"Le Pont-de-Claix, L'Etoile",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,0,SEM_A_3,1,2
E,27955458,"Grenoble, Louise Michel",1234567-MGHD01_ST6_1_HI2324,0,SEM_E_2,1,2
2,27994970,"Grenoble, Louise Michel",12345-MEILV08_ST21_8_HI2324,1,SEM_C2_1,1,2
7,27785542,"Échirolles, Comboire",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324,1,SEM_C7_2,1,2
A,28110219,"Fontaine, La Poya",12345-MEHLV03_ST8_3_HI2324,1,SEM_A_4,1,2
E,28110833,"Fontanil-Cornillon, Palluel",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324-MGHLV10_ST0_10_HI2324-MGHLV11_ST0_11_HI2324-MGHLV13_ST0_13_HI2324,1,SEM_E_1,1,2
A,27995449,"Le Pont-de-Claix, L'Etoile",12345-MEILV08_ST21_8_HI2324,0,SEM_A_3,1,2
2,28125178,"Grenoble, Louise Michel",1234567-MEHS03_ST5_3_HI2324,1,SEM_C2_1,1,2
6,28268741,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF07_ST6_7_HI2324,1,SEM_C6_1,1,2
B,28074984,"Grenoble, Oxford",1234567-MGHS03_ST5_3_HI2324,1,SEM_B_2,1,2
5,27919837,"Gières, Universités - Biologie",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C5_2,1,2
7,27785799,"Gières, Universités - Biologie",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C7_1,1,2
E,28171216,"Grenoble, Louise Michel",12345-MGHLV14_ST0_14_HI2324,0,SEM_E_2,1,2
6,28268736,"Grenoble, Oxford",1234567-MSHDF07_ST6_7_HI2324,0,SEM_C6_2,1,2
1,28217975,"Montbonnot-Saint-Martin, Pré de l'Eau",1234567-MSHSAH08_ST5_8_HI2324,0,SEM_C1_6,1,2
7,27973378,"Échirolles, Comboire",12345-MSILV00_ST21_0_HI2324,1,SEM_C7_2,1,2
B,28181647,"Grenoble, Oxford",12345-MGHLV10_ST0_10_HI2324,1,SEM_B_2,1,2
16,27818413,"Corenc, Montfleury",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_16_1,1,2
A,28031217,"Fontaine, La Poya",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,1,SEM_A_4,1,2
A,28214663,"Fontaine, La Poya",1234567-MEHS03_ST5_3_HI2324,1,SEM_A_4,1,2
B,28232966,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
4,28198682,"Grenoble, Victor Hugo",1234567-MEHD01_ST6_1_HI2324,1,SEM_C4_2,1,2
C,27953204,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS01_ST5_1_HI2324,0,SEM_C_1,1,2
6,28268682,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF07_ST6_7_HI2324,1,SEM_C6_1,1,2
13,28115779,"Meylan, Lycée du Grésivaudan",12345-MEILV08_ST21_8_HI2324,1,SEM_13_2,1,2
26,28232517,"Grenoble, Gare Routière",1234567-MFHS13_ST5_13_HI2324,1,SEM_26_3,1,2
A,28250729,"Le Pont-de-Claix, L'Etoile",12345-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324,0,SEM_A_3,1,2
4,27984518,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,1,SEM_C4_2,1,2
B,28129164,"Grenoble, Oxford",12345-MGHLV09_ST0_9_HI2324,1,SEM_B_2,1,2
7,27785774,"Gières, Universités - IUT - UFRAPS",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C7_1,1,2
E,28075678,"Grenoble, Condorcet",1234567-MGHS03_ST5_3_HI2324,1,SEM_E_5,1,2
5,28086924,"Gières, Universités - Biologie",12345-MSHLVH02_ST8_2_HI2324-MSHLW02_ST11_2_HI2324,1,SEM_C5_2,1,2
C,28105413,"Seyssins, Le Prisme",12345-MGHLV14_ST0_14_HI2324,1,SEM_C_2,1,2
A,27995727,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2324,1,SEM_A_4,1,2
3,27984422,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_C3_1,1,2
6,28268708,"Grenoble, Oxford",1234567-MSHDF07_ST6_7_HI2324,0,SEM_C6_2,1,2
C,28182514,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_C_1,1,2
5,28096728,"Grenoble, Palais de Justice - Gare",1234567-MSHDF04_ST6_4_HI2324-MSHDF07_ST6_7_HI2324,0,SEM_C5_1,1,2
65,28233480,"Grenoble, Grand'place",1234567-MFHS13_ST5_13_HI2324,1,,1,2
12,28086208,"Eybens, Maisons Neuves",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_12_9,1,2
5,27919806,"Grenoble, Palais de Justice - Gare",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C5_1,1,2
25,28041045,"Grenoble, Colonel Dumont",12345-MAHLV00_ST0_0_HI2324,1,SEM_25_2,1,2
B,28101766,"Gières, Plaine des Sports",12345-MGHLV14_ST0_14_HI2324,0,SEM_B_1,1,2
7,27785801,"Gières, Universités - IUT - UFRAPS",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,0,SEM_C7_1,1,2
66,28235058,"Jarrie, Clos Jouvin",1234567-MFHS13_ST5_13_HI2324,1,,1,2
5,28096736,"Grenoble, Palais de Justice - Gare",1234567-MSHDF04_ST6_4_HI2324-MSHDF07_ST6_7_HI2324,0,SEM_C5_1,1,2
3,28030863,"Échirolles, Centre du graphisme",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,1,SEM_C3_2,1,2
B,28181636,"Gières, Plaine des Sports",12345-MGHLV10_ST0_10_HI2324,0,SEM_B_1,1,2
62,28273485,"Grenoble, Notre-Dame - Musée",1234567-MFHS14_ST5_14_HI2324,0,SEM_62_6,1,2
7,28219514,"Gières, Universités - IUT - UFRAPS",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324,0,SEM_C7_1,1,2
A,28031324,"Fontaine, La Poya",12345-MEHLV04_ST8_4_HI2324-MEHW04_ST11_4_HI2324,1,SEM_A_4,1,2
44,28020351,"Le Gua, Les Saillants",12345-MFVLV09_ST21_9_HI2324,0,SEM_44_7,1,2
5,27919698,"Grenoble, Palais de Justice - Gare",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,0,SEM_C5_1,1,2
25,28041049,"Le Gua, Les Saillants",12345-MAHLV00_ST0_0_HI2324,0,SEM_25_1,1,2
C,28213319,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHD02_ST6_2_HI2324,0,SEM_C_1,1,2
81,28110621,"Fontaine, La Poya",12345-MEHLV03_ST8_3_HI2324,1,,1,2
19,28144424,"Seyssins, Garlettes",1234567-MSHSAH05_ST5_5_HI2324,0,SEM_19_1,1,2
E,28075790,"Fontanil-Cornillon, Palluel",1234567-MGHS03_ST5_3_HI2324,1,SEM_E_1,1,2
D,27946692,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324-MGHLV10_ST0_10_HI2324-MGHLV13_ST0_13_HI2324-MGHLV14_ST0_14_HI2324,1,SEM_D_3,1,2
25,28216990,"Le Gua, Les Saillants",1234567-MAHD02_ST6_2_HI2324,0,SEM_25_1,1,2
4,28198693,"Eybens, Le Verderet",1234567-MEHD01_ST6_1_HI2324,0,SEM_C4_1,1,2
E,28110915,"Grenoble, Louise Michel",12345-MGHLV07_ST0_7_HI2324-MGHLV09_ST0_9_HI2324-MGHLV10_ST0_10_HI2324-MGHLV11_ST0_11_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_E_2,1,2
A,28110506,"Le Pont-de-Claix, L'Etoile",12345-MEHLV03_ST8_3_HI2324,0,SEM_A_3,1,2
1,27788813,"Meylan, Maupertuis",1234567-MSHDF04_ST6_4_HI2324-MSHDF05_ST6_5_HI2324-MSHDF07_ST6_7_HI2324,0,SEM_C1_2,1,2
1,27772209,"Grenoble, Cité Jean Macé",12345-MSHLVH02_ST8_2_HI2324-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW02_ST11_2_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C1_1,1,2
B,28233131,"Gières, Plaine des Sports",12345-MGHLV12_ST0_12_HI2324-MGHLV13_ST0_13_HI2324,0,SEM_B_1,1,2
16,27818465,"Le Pont-de-Claix, Gendarmerie",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324-MSHSAH08_ST5_8_HI2324,1,SEM_16_2,1,2
6,27972101,"Saint-Martin-d'Hères, Henri Wallon",12345-MSILV00_ST21_0_HI2324,1,SEM_C6_1,1,2
5,27919799,"Gières, Universités - Biologie",12345-MSHLVH03_ST8_3_HI2324-MSHLVH04_ST8_4_HI2324-MSHLW03_ST11_3_HI2324-MSHLW04_ST11_4_HI2324,1,SEM_C5_2,1,2
1,27788618,"Grenoble, Cité Jean Macé",1234567-MSHSAH05_ST5_5_HI2324-MSHSAH06_ST5_6_HI2324-MSHSAH07_ST5_7_HI2324,1,SEM_C1_1,1,2
C,28206980,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS04_ST5_4_HI2324,0,SEM_C_1,1,2
21,28019868,"Claix, Pont Rouge",1234567-MFHS12_ST5_12_HI2324-MFHS13_ST5_13_HI2324-MFHS14_ST5_14_HI2324,0,SEM_21_1,1,2
C,28232634,"Grenoble, Chavant",12345-MGHLV12_ST0_12_HI2324,1,SEM_C_2,1,2
E,28171075,"Fontanil-Cornillon, Palluel",12345-MGHLV14_ST0_14_HI2324,1,SEM_E_1,1,2
26,28232539,"Grenoble, Gare Routière",1234567-MFHS13_ST5_13_HI2324,1,,1,2
4,27984594,"Eybens, Le Verderet",1234567-MEHS00_ST5_0_HI2324-MEHS03_ST5_3_HI2324-MEHS04_ST5_4_HI2324,0,SEM_C4_1,1,2
42,28019335,"Meylan, La Détourbe",1234567-MFHD06_ST6_6_HI2324-MFHD07_ST6_7_HI2324-MFHD08_ST6_8_HI2324-MFHD09_ST6_9_HI2324,1,SEM_42_1,1,2
E,28075646,"Grenoble, Louise Michel",1234567-MGHS03_ST5_3_HI2324,0,SEM_E_2,1,2
B,27946286,"Gières, Plaine des Sports",12345-MGHLV07_ST0_7_HI2324-MGHLV11_ST0_11_HI2324,0,SEM_B_1,1,2
40,28018744,"Grenoble, Victor Hugo",12345-MFHLV20_ST0_20_HI2324-MFHLV21_ST0_21_HI2324,1,SEM_40_2,1,2
12,28086286,"Eybens, Maisons Neuves",12345-MEHLV03_ST8_3_HI2324-MEHLV04_ST8_4_HI2324-MEHLV05_ST8_5_HI2324-MEHW03_ST11_3_HI2324-MEHW04_ST11_4_HI2324,0,SEM_12_9,1,2
B,27955312,"Gières, Plaine des Sports",1234567-MGHD01_ST6_1_HI2324-MGHD02_ST6_2_HI2324,0,SEM_B_1,1,2
B,27954061,"Gières, Plaine des Sports",1234567-MGHS01_ST5_1_HI2324-MGHS04_ST5_4_HI2324,0,SEM_B_1,1,2
25,28104766,"Grenoble, Colonel Dumont",12345-MAVLV00_ST21_0_HI2324,1,SEM_25_2,1,2
15,28049146,"Grenoble, Verdun - Préfecture",1234567-MAHS00_ST5_0_HI2324,1,SEM_15_2,1,2
5,27803542,"Grenoble, Palais de Justice - Gare",1234567-MSHDF05_ST6_5_HI2324,0,SEM_C5_1,1,2
B,28101957,"Grenoble, Oxford",12345-MGHLV14_ST0_14_HI2324,1,SEM_B_2,1,2
4,27983819,"Grenoble, Victor Hugo",1234567-MEHD00_ST6_0_HI2324,1,SEM_C4_2,1,2
B,27946278,"Grenoble, Oxford",12345-MGHLV07_ST0_7_HI2324-MGHLV11_ST0_11_HI2324,1,SEM_B_2,1,2
7,28178440,"Gières, Universités - IUT - UFRAPS",1234567-MSHSAH06_ST5_6_HI2324,0,SEM_C7_1,1,2
